"model","run","conv","nit","gamma","C1","C2","C3","kappa1","kappa2","kappa3","epsilon","sigma_eta","sigma_xi","F_4xCO2"
"MPI-ESM1-2-LR","r1i1p1f1","TRUE","4649","2.40273170969142","5.1522213710251","10.6633777019278","94.8353723689027","1.40141603300644","1.94699560635135","1.07437754098766","1.26103647164075","0.466031501856091","0.714647137414637","8.93174508612175"
